Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Non-Failure,Temperature difference [K],Power [W],Strain [minNm]
M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,1,11.5,6605.8792250325,2686.0
M,300.2,311.7,1397,50.2,71,0,0,0,0,0,0,1,11.5,7343.933586297001,3564.2000000000003
L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,1,11.5,5864.0968404899995,2708.4
M,300.1,311.6,1433,51.4,76,0,0,0,0,0,0,1,11.5,7713.259218231,3906.4
L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0,1,11.5,5331.4921665599995,2528.0
L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0,1,11.5,6294.9139125599995,3369.6
L,300.0,311.5,1749,28.3,83,0,0,0,0,0,0,1,11.5,5183.2822973085,2348.9
L,300.0,311.3,1703,30.4,85,0,0,0,0,0,0,1,11.300000000000011,5421.4673800559995,2584.0
H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,1,11.299999999999955,7455.439181420999,4080.2999999999997
L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,1,11.199999999999989,6799.506052027499,3891.6
M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0,1,11.299999999999955,7583.699937345,4897.400000000001
H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,1,11.300000000000011,4450.966578618,2289.2000000000003
H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,1,11.300000000000011,6373.328065104,4243.2
L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,1,11.300000000000011,6158.7782310600005,4033.9
L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,1,11.300000000000011,5637.5356505475,3651.5
L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,1,11.200000000000045,7615.974565836,6060.6
L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,1,11.399999999999977,7618.8334151475,6022.9
M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0,1,11.300000000000011,5503.2849246375,3737.5
M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,1,11.300000000000011,8575.626400656,7410.4
L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,1,11.399999999999977,4644.8133170985,2698.3
H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0,1,11.300000000000011,7487.734753862999,6568.2
L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,1,11.300000000000011,6530.910352428,5350.4
M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0,1,11.199999999999989,6390.376441218001,5226.0
L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0,1,11.199999999999989,6117.7804469775,5253.5
M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0,1,11.199999999999989,5438.547172096501,4603.5
M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,1,11.199999999999989,5803.673541854999,4871.4
H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,1,11.199999999999989,5693.257032183,5090.1
M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0,1,11.400000000000034,7511.0244273749995,6935.0
L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,1,11.400000000000034,5039.617265424,4291.2
M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,1,11.300000000000011,7336.749811104,8063.4
L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,1,11.300000000000011,6480.686757929999,5975.2
L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,1,11.399999999999977,5444.694221715,4960.8
L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,1,11.399999999999977,6006.222491976,5308.8
L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,0,11.399999999999977,7037.9529341625,6960.0
M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,1,11.400000000000034,5134.20014814,4536.0
M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0,1,11.400000000000034,5362.69865355,4950.0
L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,1,11.400000000000034,8003.52143514,9727.199999999999
M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,1,11.399999999999977,7099.643341832999,8738.0
L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,1,11.5,8218.573924008,9376.6
L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,1,11.600000000000023,7248.198786276,8435.0
L,300.3,311.9,1609,34.0,177,0,0,0,0,0,0,1,11.599999999999966,5728.79891703,6018.0
L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0,1,11.600000000000023,6822.28259874,7965.5
M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0,1,11.5,7004.0027895915,8163.1
M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,1,11.600000000000023,5216.92875459,5244.0
L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,1,11.5,4808.710205649,4918.1
L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,1,11.600000000000023,7589.459523869999,9714.6
L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0,1,11.5,5289.60426456,5882.8
H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,1,11.399999999999977,5182.0047162975,5770.7
M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,1,11.399999999999977,4981.4559134969995,5722.2
L,300.4,311.8,1589,42.0,201,0,0,0,0,0,0,1,11.400000000000034,6988.7870091899995,8442.0
L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,1,11.399999999999977,6378.731604461999,7998.2
L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0,1,11.399999999999977,6614.078781849,8569.0
L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,1,11.399999999999977,5186.245866375,5858.1
M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,1,11.399999999999977,4982.0423441249995,5747.5
L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,0,11.299999999999955,8634.897781986,12741.2
L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0,0,11.300000000000011,6208.164067518,8324.6
L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0,1,11.400000000000034,6052.3934319555,0.0
M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0,1,11.300000000000011,5893.460259791999,68.8
L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,1,11.400000000000034,3527.8933542195,74.5
L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0,1,11.400000000000034,5533.685069513999,226.09999999999997
M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0,1,11.5,8150.3908915275,524.6999999999999
M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0,1,11.399999999999977,7442.43298785,690.0
L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,1,11.399999999999977,7157.4381746174995,709.5
L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,1,11.300000000000011,6408.8490059999995,693.5999999999999
L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0,1,11.400000000000034,4396.030595145,399.0
L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,1,11.400000000000034,5684.1359415225,745.5
M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,1,11.400000000000034,6252.4919398095,936.1
L,300.1,311.5,1334,54.0,26,0,0,0,0,0,0,1,11.399999999999977,7543.592271179999,1404.0
M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0,1,11.399999999999977,6497.504750583001,1293.6000000000001
L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,1,11.300000000000011,5337.8695996395,964.1
H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,1,11.399999999999977,7111.0263792015,1620.3
L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,1,11.299999999999955,5458.41250962,1193.2
L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,1,11.199999999999989,6957.9994012199995,1808.0
M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,1,11.199999999999989,4869.133504284,1117.2
L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,1,11.299999999999955,5484.3725368845,1606.5000000000002
M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0,1,11.299999999999955,6654.741462715499,1847.1
H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0,1,11.299999999999955,8176.089119404501,2835.0
M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0,1,11.300000000000011,5475.8902367295,1765.5
L,300.0,311.2,1504,37.9,58,0,0,0,0,0,0,1,11.199999999999989,5969.193586607999,2198.2
L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0,1,11.199999999999989,7023.7005755069995,2838.0
L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0,1,11.199999999999989,5407.654844371499,1965.3999999999999
L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,0,11.199999999999989,3375.9031018124997,800.0
L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,1,11.199999999999989,8841.8554337925,4270.2
M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0,1,11.199999999999989,5845.980322875,2618.0
L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0,1,11.100000000000023,5746.0043727765,2619.9
M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,1,11.100000000000023,5185.135836972,2277.6
M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0,1,11.199999999999989,6544.482032675999,3108.4
M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,1,11.200000000000045,7320.947600074499,3942.1
L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,1,11.199999999999989,6814.11445785,3690.0
L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0,1,11.199999999999989,6595.773768675001,3712.8
L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,1,11.199999999999989,4475.366281533001,1943.6000000000001
H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0,1,11.300000000000011,6516.8360173559995,3766.3999999999996
L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,1,11.299999999999955,6124.744310685,3803.7
L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,1,11.199999999999989,6825.84307041,4142.0
L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0,1,11.099999999999966,6726.191751552,4035.2000000000003
M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,1,11.099999999999966,5581.793324961,3395.7
M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,1,11.100000000000023,5823.915870496499,3804.6
L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0,1,11.0,6499.6933934625,4273.5
L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,1,11.0,6241.087958489999,4237.2
M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,1,11.099999999999966,7207.253362070999,5471.8
L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0,1,11.0,8438.94617643,6776.0
L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,1,11.099999999999966,5699.5821053849995,4218.0
M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,1,11.100000000000023,5002.986295125,3166.8
M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0,1,11.099999999999966,6981.310018683001,5723.900000000001
M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,1,11.0,7974.514063005,6856.400000000001
M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,1,11.0,7757.911721762999,6725.0
L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,1,10.800000000000011,7180.340385035999,6323.2
M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,1,10.800000000000011,8298.516984975,7631.0
M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,1,10.800000000000011,4486.759790876999,3112.2
M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,0,10.899999999999977,9429.092403906,8867.2
M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,1,10.899999999999977,4779.912273024001,3558.4
L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,1,10.699999999999989,5861.279879080501,4927.400000000001
M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0,1,10.800000000000011,3648.331544445,2116.7999999999997
L,300.2,311.0,1627,33.7,147,0,0,0,0,0,0,1,10.800000000000011,5741.7736946745,4953.900000000001
L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,0,10.800000000000011,9436.192403295,10698.199999999999
H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0,1,10.800000000000011,5117.3926274625,4152.5
L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,1,10.800000000000011,5196.759729776999,4820.4
L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,1,10.800000000000011,5019.5948482680005,4518.8
L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,1,10.800000000000011,6235.5901713525,5936.0
L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,1,10.700000000000045,5823.8635106189995,6058.8
L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,1,10.800000000000011,7162.9883216325,7626.0
M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,1,10.800000000000011,6836.461653567,7337.200000000001
L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,1,10.800000000000011,5127.0792048,5408.0
L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,1,10.800000000000011,5063.168738323499,4941.9
L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,1,10.800000000000011,8541.445872624001,9826.4
L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,1,10.900000000000034,8015.66892672,8960.0
M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,1,10.800000000000011,8024.9470970130005,9929.7
H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,1,10.800000000000011,7063.5254983335,8153.999999999999
L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,1,10.800000000000011,7222.31206284,8621.0
L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,1,10.800000000000011,5749.700980128,6975.099999999999
L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,1,10.700000000000045,7431.709684937999,9601.199999999999
L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,1,10.700000000000045,5907.1890196725,6780.5
L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,1,10.700000000000045,7959.8009374275,10441.300000000001
L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,1,10.700000000000045,4237.0974229815,3919.5000000000005
L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,1,10.600000000000023,4906.32996126,5122.0
M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,1,10.600000000000023,6917.9231509815,9173.9
M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,0,10.600000000000023,8319.439992024,12382.599999999999
M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,1,10.699999999999989,5944.584444183,7503.0
L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,0,10.699999999999989,8977.100997375,14040.0
L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,1,10.699999999999989,6172.5488788425,0.0
H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,1,10.699999999999989,6612.466097622,90.4
L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,1,10.600000000000023,6026.454348642,260.40000000000003
L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,1,10.5,4104.867788343,170.1
L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,1,10.600000000000023,6651.442790433,468.6
L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,1,10.5,5212.9179879735,367.90000000000003
M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0,1,10.600000000000023,5912.791526565,531.0
L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,1,10.800000000000011,8771.53611831,1116.0
L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,1,10.800000000000011,5124.3041312925,574.0
L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0,1,10.800000000000011,6419.4885331079995,959.2
L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0,1,10.900000000000034,5938.594474197,830.4000000000001
H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0,1,10.900000000000034,4306.893139689,527.8000000000001
M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,1,10.900000000000034,7987.499312625,1751.5
M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,1,10.800000000000011,6318.245473974001,1397.4
L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,1,10.899999999999977,4659.840601941,1002.7
L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,1,10.800000000000011,6522.1557809099995,1630.1999999999998
M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,1,10.800000000000011,6849.069912069,1779.3999999999999
L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,1,10.899999999999977,5516.6052774735,1438.8000000000002
M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,1,10.899999999999977,5037.732309834,1269.6000000000001
L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,1,10.800000000000011,7151.5738683375,2268.7
L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,1,10.899999999999977,7123.0377351,2422.5
L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,1,10.899999999999977,7097.27667537,2491.0
M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,1,10.799999999999955,6210.635453735999,2222.0
L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,1,10.899999999999977,7381.360426733999,2627.3999999999996
M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,1,10.899999999999977,7061.965173984,3084.0
L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,1,10.899999999999977,7180.947759615,2961.0
L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,1,11.0,6379.726442134499,2398.5
L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,1,11.0,5991.6455020799995,2572.7999999999997
M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,1,11.0,4858.9442721225,2173.5
L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,1,11.099999999999966,5429.363249583,2152.7999999999997
L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,1,11.099999999999966,7180.4765207175,3367.0
L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,1,11.099999999999966,5686.743463421999,2652.4
H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,1,11.100000000000023,7568.9868117675,4173.0
L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,1,11.199999999999989,6779.138059679999,3718.3999999999996
L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,1,11.199999999999989,5543.9999653815,2779.5000000000005
M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,1,11.199999999999989,8504.91962208,5568.0
L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,1,11.100000000000023,6056.131927209,3393.0000000000005
L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,1,11.100000000000023,7454.915582645999,4535.599999999999
L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,1,11.100000000000023,4894.517572896,2519.2000000000003
L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,1,11.100000000000023,6730.192046192999,4281.6
M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,1,11.0,6418.713606921,3988.6000000000004
L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,1,11.099999999999966,6152.390326005,3888.5
L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,1,11.100000000000023,5299.741136844,3059.1
H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,1,11.0,7929.17040909,5502.0
L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,1,11.0,6244.428518674499,3949.0
L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,1,10.899999999999977,6417.100922694,4681.599999999999
L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,1,10.900000000000034,5910.466748004,4001.4
M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,1,11.0,8112.5975319479985,6646.799999999999
M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,1,11.0,5324.664438534,3772.2999999999997
H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,1,11.0,7576.359082519501,6185.400000000001
L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,1,11.0,6650.793527952,5664.2
L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,1,11.0,5099.496021333,3779.7000000000003
L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,1,11.0,4845.424951751999,3130.8999999999996
L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,1,11.0,5736.296851487999,4216.099999999999
L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,1,11.0,4680.721721088,3888.0
H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,1,11.100000000000023,5047.28275149,3973.0
L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,1,11.099999999999966,8114.849006680501,8193.4
M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,1,11.100000000000023,5038.8632831879995,4694.400000000001
L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,1,11.099999999999966,7202.6875807530005,7511.7
L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,1,11.100000000000023,6968.387600915999,6645.400000000001
M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,1,11.199999999999989,6692.63954205,6266.5
L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,1,11.100000000000023,5431.8136918499995,5005.0
L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,1,11.100000000000023,7713.636209348999,7456.799999999999
L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,1,11.100000000000023,5218.1853916499995,4740.0
M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,1,11.200000000000045,7884.203746292999,8864.0
L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,1,11.100000000000023,6784.499711136,6911.2
M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,1,11.100000000000023,6902.435099216999,8728.5
L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,1,11.100000000000023,5360.3424590625,5460.0
M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,1,11.100000000000023,5278.210755216,5168.0
L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,1,11.100000000000023,7948.01996499,9480.4
H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,1,11.199999999999989,7658.804945630999,8802.5
L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,1,11.100000000000023,6349.0016660175,7290.0
M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,1,11.099999999999966,7575.343300895999,9245.6
L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,1,11.099999999999966,7024.517389596,8121.5
L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,1,11.199999999999989,5963.057008965,6919.0
L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,0,11.100000000000023,8170.486612511999,11037.6
L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,1,11.100000000000023,6004.6307517,7181.6
M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,1,11.100000000000023,7791.317323608,9862.300000000001
M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,1,11.199999999999989,3856.3259218259996,3371.2
M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,1,11.100000000000023,6043.544612658,7780.900000000001
L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,1,11.100000000000023,7458.643605924,9534.400000000001
L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,1,11.100000000000023,6879.438641019,9261.6
L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,1,11.099999999999966,7445.239477284,10114.6
L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,1,11.099999999999966,7865.794013364,10940.800000000001
M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,1,11.099999999999966,7578.244038109501,10941.0
L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,1,11.0,5547.42430137,6901.2
L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,1,11.0,6383.873344432501,9395.5
L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,1,11.100000000000023,6603.5335025205,9482.900000000001
M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,1,11.0,7260.136838345999,10752.9
L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,1,11.0,6942.29143797,9657.0
M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,1,11.100000000000023,6247.245480084,9497.6
L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,1,10.899999999999977,6363.7671514725,9874.5
M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,1,11.0,5811.695075088,8450.1
M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,0,11.0,4150.389465841499,4384.799999999999
L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,1,11.099999999999966,6472.665224696999,0.0
L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,1,11.099999999999966,5878.380615072,78.4
M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,1,11.100000000000023,6027.7214576774995,146.0
M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,1,11.0,8048.446210035,392.7
H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,1,11.100000000000023,5709.0278272860005,362.0
L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,1,11.0,4401.329414748,321.0
H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,1,11.099999999999966,5764.822512750001,623.9000000000001
L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,1,11.099999999999966,7432.756882488001,1049.4
H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,1,10.899999999999977,8081.893699782001,1444.8000000000002
L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,1,10.899999999999977,6612.0053307,1307.9
L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,1,10.899999999999977,5735.857028517,1196.6000000000001
M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,1,10.800000000000011,6126.587378372999,1339.8
M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,1,10.900000000000034,8822.63935875,2250.0
H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,1,10.899999999999977,5949.2968331580005,1509.3000000000002
M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,1,11.0,5486.351740254,1355.2
H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,1,11.0,4606.663910352,1109.2
M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,1,11.0,5428.04378067,1653.6000000000001
L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,1,11.0,6849.216519726,2733.5
L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,1,11.0,5580.473856048,1778.3999999999999
H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,1,10.899999999999977,4835.1728877375,1622.5
L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,1,10.899999999999977,5780.6037798285,2067.2
L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,1,10.899999999999977,6279.7819079625,2739.0
M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,1,10.899999999999977,7554.587845455,3529.2
L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,1,11.0,7607.8378408725,3940.5
L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,1,11.0,5902.2567192120005,2744.8
